id,question,choice_0,choice_1,choice_2,label,human_expl_open-ended,gpt-theirs
be49aa594160cf01e0ab5c9d2a45bf42,Where can you store candy to keep it from going stale?,movies,jar,supermarket,1,"in order to prevent it from going stale, candy can be stored in a jar.",a jar is the only place that can store candy.
1517ae26f04d7af20bd42869cc1f5c0b,Where would one find a snake on a mountain?,pet store,oregon,louisiana,1,oregon is the only place one would find both snakes and mountains.,a pet store is the only place that would find a snake.
661919f362d276f8196a590cbf40edf1,What is the first thing a spouse might do when they get up early?,go to bed early,ask spouse to wake,go sleep early,1,some people wake up early in the morning,"a spouse would go to bed early, ask spouse to wake up early, and ask spouse to wake"
9c0d8ed55f9e48b57c83b6d498b6c2d6,"The man saw a bald eagle on green paper, what was that paper considered?",iowa,currency,wisconsin,1,holds items for organization,iowa is the only place where a bald eagle is seen.
1912cc3ef40e13763d0375c531d2f1c0_1,"People always talked childlike to him, even though his disability was physical and didn't affect his what?",potential,competence,strength,1,they have internal instincts,the only reason people talk childlike to him is because they are afraid of him.
9d2677acf073a3404a7c73f849c03741,Where is it likely to find a beach towel?,at hotel,swimming pool,backpack,1,swimming pool is the only place to likely find a beach towel,a hotel is the only place that would have a beach towel.
e4e513eae87632510ee331ed5fda0467,"She let him know he was being over the top, and that his antics where a little what?",much,lot of,big,0,much makes grammatical sense,he is being overdramatic and overdramatic.
aa2203e660cf4cd7817f41a8f12d1580,Where do you bring a small dog if it needs to relieve itself?,heat,europe,outside,2,out side is the proper place for a dog to relive its self.,a dog needs to relieve itself
075e483d21c29a511267ef62bedc0461,"The sanctions against the school were a punishing blow, and they seemed to what the efforts the school had made to change?",yell at,avoid,ignore,2,not sure what else could be a common ground,the sanctions against the school were a punishment against the school
1009bd651970dbea71c76be652ea1ce9,what might someone feel after hurting someone else?,empowering,regret,despair,1,"most people don't like hurting others, so they would feel regret over doing so.",empowering is the only word that describes the feeling.
d94b269e1f5097ac28236ca9de3663fb,"John found that being in love made him higher.  He wanted to share his love with everyone, to express it.  He wanted to do what all the time.",live life,kiss,sing,2,singing is a form of expression that you can share with others.,singing is the only thing that makes you higher.
915d5ed17410fe771c3d3535eae2623c,When a monkey is taken away from their home they are often brought to this place where people wear white coats.,research laboratory,rain forest,south africa,0,typically it is doctors and scientists that wear white coats and the fact the question references people (plural) it suggests a group assembled in one place,the only place where people wear white coats is the rain forest.
74ed9b19ba438ac2d670d46fddba9df3,Where could you find a seat that sometimes vibrates?,airplane,in cinema,martorell,0,due to turbulence in the airplane,the only place that vibrates is in a movie theater.
23f6b5db238326a3deb60cb94bae40d4,"Bobby was just having fun when he jumped off of the slide, but that didn't help.  When he landed, he had what?",injuries,being happy,glee,0,"the phrase ""that didn't help"" shows that there was a negative outcome instead of the other two positive choices.",bobby was happy when he jumped off the slide.
ee9f2192e73c377c1b4e53b7a5e63a7a,Celebrating with too many drinks will lead to what kind of pain the next morning?,intimacy,headaches,riots,1,drinking causes dehydration which can in turn cause headaches,the pain is the only thing that can cause pain.
ef438c6906c7418b81df65e77fbc488d,"The shark was sick of the confines of its tank, what was it looking for?",great oceans,tropical waters,tomales bay,0,great oceans confines and shark was sick,the shark was looking for something.
26891c9333d3f5d0e2f1410e5f11de20,Why would children run out of a house?,walk,smell smoke,play tag,1,"mortal danger, such as the smell of smoke, would lead children to run out of wherever they are.",children run out of houses because they are scared.
dc3334294bf229408300ed35dfcccb71,What item does the fork belong on?,kitchen drawer,plate,table,1,"the kitchen drawer is not an item, nor is the table. also, the fork would be in the kitchen drawer.",the fork is the only item that is not on the table.
fb3555e3c3147ac4626f18890797ff60,What is used just before leaving a barber shop?,seville,small town,comb,2,barber life is important comb,barber shops are the only place that is used
3e509f52620096944dd435f49f07171e,What effect did the TV have on the kids?,distracting,open door,wonder about,0,kids having the interest while watching the tv,the tv is the only thing that can distract the kids.
758611e0369923b41aa2d84e42e8df62,What do parents tell their kids to stop doing when they want them to go to sleep?,get in bed,stop talking,get into bed,1,is the best since it is the best backup,parents tell their kids to stop doing things when they want them to stop doing things.
985a334a6a0d36bffe1cb6282ef3669a,What runway involves shoes that would not be seen on a drag queen?,military base,bowling alley,fashion show,1,bowling alley  runway involves shoes that would not be seen on a drag queen,a runway is the only place that would not be seen on a drag queen.
2701ff297a04327c2a7d3fea0428c4b9,"The host lit up as the doorbell finally rang, he was to obviously what?",welcome guests,expect company,head table,1,"the host was happy to see them, because he was expecting them",host is the host of host
6523b7ee3c0c95ed1cd8372349622d12,What might someone do with a book if they are experiencing boredom?,go somewhere,have fun,learn new,2,i learn new books,"if you are experiencing boredom, you would want to learn new things."
413bbbab79fc356cfc6c11f763bb40ed,John is careful about to eating dinner that is healthy because he wants to experience what?,acid reflux,stomach ache,living longer,2,eating a healthy dinner improves chances of living longer.,eating is the only way to experience what you are experiencing.
4bc72d949e21d26a16ecc7c87fddcefd,What can a child do to quietly pass the time?,read book,become adult,clean room,0,a child read the books in pass the examination,"a child can read book, or clean room."
9b16954a9b9d5cdd7bee9f70ea29260e,"A kid is studying new words at home in the kitchen, where could a dictionary be?",table,shelf,classroom,0,dictionary would be in a table,a table is the only place that a dictionary would be.
48d7d43fc4b457bfb75ccd35fc407635,"If someone is fiddling at a hoedown, how do they likely feel?",unpredictable,troubles,being happy,2,the fiddle music at a hoedown is upbeat.,the best option is to be happy.
f1b00fcfe98971a2c128347ee59c388c,Where are you likely to find a reception area in a business at which you spend twenty-four hours?,people,hotels,hospital,1,place of employment of business,hospitals are the only place that you would find a reception area in a hospital.
f024f923d78e5c0a4c0c4baa3ddccf05,Why might a person go to get counseling?,acknowledgment,receive gifts,understand themselves,2,understand themselves might a person go to get counseling,a person would go to get counseling because they are in need of it.
